WORD_TOKENIZE,POS,TAG,BOUNDARY,SENTENCE
ให้,JSBR,O,None,Sentence: 147
เสร็จ,ADVN,O,None,Sentence: 147
เรียบร้อย,ADVN,O,None,Sentence: 147
แล้ว,XVAE,O,None,Sentence: 147
ค่ะ,ADVN,O,END,Sentence: 147
หมึก,NCMN,B-FOOD,START,Sentence: 148
ผัด,NCMN,I-FOOD,None,Sentence: 148
ซอส,NCMN,I-FOOD,None,Sentence: 148
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 148
โต๊ะ,NCMN,O,None,Sentence: 148
3,NCNM,B-TABLE,None,Sentence: 148
เตรียม,VACT,B-COMMAND_1,None,Sentence: 148
ให้,JSBR,O,None,Sentence: 148
เสร็จ,ADVN,O,None,Sentence: 148
เรียบร้อย,ADVN,O,None,Sentence: 148
แล้ว,XVAE,O,None,Sentence: 148
ค่ะ,ADVN,O,END,Sentence: 148
เตรียม,VACT,B-COMMAND_1,START,Sentence: 149
ให้,JSBR,O,None,Sentence: 149
แล้ว,ADVN,O,None,Sentence: 149
ค่า,NCMN,O,None,Sentence: 149
ค,NCMN,O,None,Sentence: 149
หมึก,NCMN,B-FOOD,None,Sentence: 149
ผัด,NCMN,I-FOOD,None,Sentence: 149
ซอส,NCMN,I-FOOD,None,Sentence: 149
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 149
ออเดอร์,NCMN,O,None,Sentence: 149
ของ,RPRE,O,None,Sentence: 149
โต๊ะ,NCMN,O,None,Sentence: 149
6,NCNM,B-TABLE,END,Sentence: 149
หมึก,NCMN,B-FOOD,START,Sentence: 150
ผัด,NCMN,I-FOOD,None,Sentence: 150
ซอส,NCMN,I-FOOD,None,Sentence: 150
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 150
โต๊ะ,NCMN,O,None,Sentence: 150
6,NCNM,B-TABLE,None,Sentence: 150
โต๊ะ,NCMN,O,None,Sentence: 150
7,NCNM,B-TABLE,None,Sentence: 150
เตรียม,VACT,B-COMMAND_1,None,Sentence: 150
แล้ว,XVAE,O,None,Sentence: 150
ครับ,VACT,O,END,Sentence: 150
เตรียม,VACT,B-COMMAND_1,START,Sentence: 151
ให้,JSBR,O,None,Sentence: 151
แล้ว,ADVN,O,None,Sentence: 151
ของ,RPRE,O,None,Sentence: 151
โต๊ะ,NCMN,O,None,Sentence: 151
8,DCNM,B-TABLE,None,Sentence: 151
หมึก,NCMN,B-FOOD,None,Sentence: 151
ผัด,NCMN,I-FOOD,None,Sentence: 151
ซอส,NCMN,I-FOOD,None,Sentence: 151
ไข่เค็ม,NCMN,I-FOOD,END,Sentence: 151
ออเดอร์,NCMN,O,START,Sentence: 152
ของ,RPRE,O,None,Sentence: 152
โต๊ะ,NCMN,O,None,Sentence: 152
1,NCNM,B-TABLE,None,Sentence: 152
แล้วก็,RPRE,O,None,Sentence: 152
โต๊ะ,NCMN,O,None,Sentence: 152
3,DCNM,B-TABLE,None,Sentence: 152
หมึก,NCMN,B-FOOD,None,Sentence: 152
ผัด,NCMN,I-FOOD,None,Sentence: 152
ซอส,NCMN,I-FOOD,None,Sentence: 152
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 152
เตรียม,VACT,B-COMMAND_1,None,Sentence: 152
ให้,JSBR,B-QUESTION,None,Sentence: 152
รึ,NCMN,I-QUESTION,None,Sentence: 152
ยัง,XVBM,I-QUESTION,None,Sentence: 152
อ่ะ,ADVP,O,END,Sentence: 152
หมึก,NCMN,B-FOOD,START,Sentence: 153
ผัด,NCMN,I-FOOD,None,Sentence: 153
ซอส,NCMN,I-FOOD,None,Sentence: 153
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 153
โต๊ะ,NCMN,O,None,Sentence: 153
5,NCNM,B-TABLE,None,Sentence: 153
เตรียม,VACT,B-COMMAND_1,None,Sentence: 153
ให้,JSBR,B-QUESTION,None,Sentence: 153
ยัง,XVBM,I-QUESTION,END,Sentence: 153
เตรียม,VACT,B-COMMAND_1,START,Sentence: 154
ให้,JSBR,B-QUESTION,None,Sentence: 154
ยัง,XVBM,I-QUESTION,None,Sentence: 154
โต๊ะ,NCMN,O,None,Sentence: 154
9,NCNM,B-TABLE,None,Sentence: 154
หมึก,NCMN,B-FOOD,None,Sentence: 154
ผัด,NCMN,I-FOOD,None,Sentence: 154
ซอส,NCMN,I-FOOD,None,Sentence: 154
ไข่เค็ม,NCMN,I-FOOD,END,Sentence: 154
เตรียม,VACT,B-COMMAND_1,START,Sentence: 155
ไว้,XVAE,B-QUESTION,None,Sentence: 155
แล้ว,XVAE,I-QUESTION,None,Sentence: 155
ใช่ไหม,VACT,I-QUESTION,None,Sentence: 155
หมึก,NCMN,B-FOOD,None,Sentence: 155
ผัด,NCMN,I-FOOD,None,Sentence: 155
ซอส,NCMN,I-FOOD,None,Sentence: 155
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 155
โต๊ะ,NCMN,O,None,Sentence: 155
1,NCNM,B-TABLE,END,Sentence: 155
มี,VSTA,O,START,Sentence: 156
ใคร,PNTR,O,None,Sentence: 156
เตรียม,VACT,B-COMMAND_1,None,Sentence: 156
แล้ว,XVAE,B-QUESTION,None,Sentence: 156
หรือยัง,EITT,I-QUESTION,None,Sentence: 156
หมึก,NCMN,B-FOOD,None,Sentence: 156
ผัด,NCMN,I-FOOD,None,Sentence: 156
ซอส,NCMN,I-FOOD,None,Sentence: 156
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 156
ของ,RPRE,O,None,Sentence: 156
ออเดอร์,NCMN,O,None,Sentence: 156
โต๊ะ,NCMN,O,None,Sentence: 156
3,NCNM,B-TABLE,END,Sentence: 156
มี,VSTA,O,START,Sentence: 157
ใคร,PNTR,O,None,Sentence: 157
เตรียม,VACT,B-COMMAND_1,None,Sentence: 157
ออเดอร์,NCMN,O,None,Sentence: 157
ของ,RPRE,O,None,Sentence: 157
โต๊ะ,NCMN,O,None,Sentence: 157
4,DCNM,B-TABLE,None,Sentence: 157
ที่,PREL,O,None,Sentence: 157
สั่ง,VACT,O,None,Sentence: 157
เป็น,VSTA,O,None,Sentence: 157
หมึก,NCMN,B-FOOD,None,Sentence: 157
ผัด,NCMN,I-FOOD,None,Sentence: 157
ซอส,NCMN,I-FOOD,None,Sentence: 157
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 157
ให้,JSBR,B-QUESTION,None,Sentence: 157
ผม,PPRS,I-QUESTION,None,Sentence: 157
หรือยัง,EITT,I-QUESTION,END,Sentence: 157
เตรียม,VACT,B-COMMAND_1,START,Sentence: 158
ให้,JSBR,B-QUESTION,None,Sentence: 158
ยัง,XVBM,I-QUESTION,None,Sentence: 158
ครับ,VACT,O,None,Sentence: 158
หมึก,NCMN,B-FOOD,None,Sentence: 158
ผัด,NCMN,I-FOOD,None,Sentence: 158
ซอส,NCMN,I-FOOD,None,Sentence: 158
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 158
โต๊ะ,NCMN,O,None,Sentence: 158
4,NCNM,B-TABLE,END,Sentence: 158
โต๊ะ,NCMN,O,START,Sentence: 159
4,NCNM,B-TABLE,None,Sentence: 159
ที่,PREL,O,None,Sentence: 159
เป็น,VSTA,O,None,Sentence: 159
หมึก,NCMN,B-FOOD,None,Sentence: 159
ผัด,NCMN,I-FOOD,None,Sentence: 159
ซอส,NCMN,I-FOOD,None,Sentence: 159
ไข่เค็ม,NCMN,I-FOOD,None,Sentence: 159
ไม่,NEG,O,None,Sentence: 159
เผ็ด,VSTA,O,None,Sentence: 159
เตรียม,VACT,B-COMMAND_1,None,Sentence: 159
ให้,JSBR,B-QUESTION,None,Sentence: 159
ยัง,XVBM,I-QUESTION,None,Sentence: 159
ครับ,VACT,O,END,Sentence: 159
ไข่เจียว,NCMN,B-FOOD,START,Sentence: 160
ปู,NCMN,I-FOOD,None,Sentence: 160
โต๊ะ,NCMN,O,None,Sentence: 160
2,NCNM,B-TABLE,None,Sentence: 160
ผม,PPRS,O,None,Sentence: 160
เตรียม,VACT,B-COMMAND_1,None,Sentence: 160
ให้,JSBR,O,None,Sentence: 160
แล้ว,ADVN,O,None,Sentence: 160
ครับ,VACT,O,END,Sentence: 160
ผม,PPRS,O,START,Sentence: 161
เตรียม,VACT,B-COMMAND_1,None,Sentence: 161
ให้,JSBR,O,None,Sentence: 161
แล้ว,ADVN,O,None,Sentence: 161
ครับ,VACT,O,None,Sentence: 161
ไข่เจียว,NCMN,B-FOOD,None,Sentence: 161
ปู,NCMN,I-FOOD,None,Sentence: 161
โต๊ะ,NCMN,O,None,Sentence: 161
4,NCNM,B-TABLE,END,Sentence: 161
ของ,RPRE,O,START,Sentence: 162
โต๊ะ,NCMN,O,None,Sentence: 162
4,NCNM,B-TABLE,None,Sentence: 162
ผม,PPRS,O,None,Sentence: 162
เตรียม,VACT,B-COMMAND_1,None,Sentence: 162
ให้,JSBR,O,None,Sentence: 162
แล้ว,ADVN,O,None,Sentence: 162
นะ,VACT,O,None,Sentence: 162
ครับ,NCMN,O,None,Sentence: 162
เป็น,VSTA,O,None,Sentence: 162
ไข่เจียว,NCMN,B-FOOD,None,Sentence: 162
ปู,NCMN,I-FOOD,END,Sentence: 162
ไข่เจียว,NCMN,B-FOOD,START,Sentence: 163
ปู,NCMN,I-FOOD,None,Sentence: 163
โต๊ะ,NCMN,O,None,Sentence: 163
5,NCNM,B-TABLE,None,Sentence: 163
เตรียม,VACT,B-COMMAND_1,None,Sentence: 163
แล้ว,XVAE,O,None,Sentence: 163
ครับ,VACT,O,END,Sentence: 163
เตรียม,VACT,B-COMMAND_1,START,Sentence: 164
ให้,JSBR,O,None,Sentence: 164
แล้ว,ADVN,O,None,Sentence: 164
ครับ,VACT,O,None,Sentence: 164
ไข่เจียว,NCMN,B-FOOD,None,Sentence: 164
ปู,NCMN,I-FOOD,None,Sentence: 164
โต๊ะ,NCMN,O,None,Sentence: 164
2,NCNM,B-TABLE,END,Sentence: 164
เตรียม,VACT,B-COMMAND_1,START,Sentence: 165
แล้ว,JSBR,O,None,Sentence: 165
ครับ,VACT,O,None,Sentence: 165
โต๊ะ,NCMN,O,None,Sentence: 165
2,NCNM,B-TABLE,None,Sentence: 165
กับ,RPRE,O,None,Sentence: 165
โต๊ะ,NCMN,O,None,Sentence: 165
4,NCNM,B-TABLE,None,Sentence: 165
ออเดอร์,NCMN,O,None,Sentence: 165
เป็น,VSTA,O,None,Sentence: 165
ไข่เจียว,NCMN,B-FOOD,None,Sentence: 165
ปู,NCMN,I-FOOD,None,Sentence: 165
ครับ,NCMN,O,END,Sentence: 165
ไข่เจียว,NCMN,B-FOOD,START,Sentence: 166
ปู,NCMN,I-FOOD,None,Sentence: 166
โต๊ะ,NCMN,O,None,Sentence: 166
3,NCNM,B-TABLE,None,Sentence: 166
ผม,PPRS,O,None,Sentence: 166
เตรียม,VACT,B-COMMAND_1,None,Sentence: 166
ให้,JSBR,O,None,Sentence: 166
แล้ว,ADVN,O,None,Sentence: 166
ครับ,VACT,O,END,Sentence: 166
หนู,NCMN,O,START,Sentence: 167
เตรียม,VACT,B-COMMAND_1,None,Sentence: 167
ไว้,XVAE,O,None,Sentence: 167
แล้ว,XVAE,O,None,Sentence: 167
ค่ะ,VACT,O,None,Sentence: 167
ไข่เจียว,NCMN,B-FOOD,None,Sentence: 167
ปู,NCMN,I-FOOD,None,Sentence: 167
ออเดอร์,NCMN,O,None,Sentence: 167
ของ,RPRE,O,None,Sentence: 167
โต๊ะ,NCMN,O,None,Sentence: 167
4,NCNM,B-TABLE,None,Sentence: 167
ค่ะ,NCMN,O,END,Sentence: 167
เชฟ,NCMN,O,START,Sentence: 168
ค่ะ,NCMN,O,None,Sentence: 168
ไข่เจียว,NCMN,B-FOOD,None,Sentence: 168
ปู,NCMN,I-FOOD,None,Sentence: 168
เตรียม,VACT,B-COMMAND_1,None,Sentence: 168
ให้,JSBR,O,None,Sentence: 168
แล้ว,ADVN,O,None,Sentence: 168
ค้า,VACT,O,None,Sentence: 168
ออเดอร์,NCMN,O,None,Sentence: 168
โต๊ะ,NCMN,O,None,Sentence: 168
5,NCNM,B-TABLE,None,Sentence: 168
กับ,RPRE,O,None,Sentence: 168
โต๊ะ,NCMN,O,None,Sentence: 168
6,NCNM,B-TABLE,END,Sentence: 168
ไข่เจียว,NCMN,B-FOOD,START,Sentence: 169
ปู,NCMN,I-FOOD,None,Sentence: 169
ออเดอร์,NCMN,O,None,Sentence: 169
ของ,RPRE,O,None,Sentence: 169
โต๊ะ,NCMN,O,None,Sentence: 169
3,DCNM,B-TABLE,None,Sentence: 169
แล้วก็,CNIT,O,None,Sentence: 169
โต๊ะ,CMTR,O,None,Sentence: 169
4,NCNM,B-TABLE,None,Sentence: 169
เตรียม,VACT,B-COMMAND_1,None,Sentence: 169
ให้,JSBR,O,None,Sentence: 169
แล้ว,ADVN,O,None,Sentence: 169
ครับ,VACT,O,END,Sentence: 169
เชฟ,NCMN,O,START,Sentence: 170
ผม,PPRS,O,None,Sentence: 170
เตรียม,VACT,B-COMMAND_1,None,Sentence: 170
ไว้,XVAE,O,None,Sentence: 170
ให้,XVAE,O,None,Sentence: 170
แล้ว,ADVN,O,None,Sentence: 170
ครับ,VACT,O,None,Sentence: 170
ไข่เจียว,NCMN,B-FOOD,None,Sentence: 170
ปู,NCMN,I-FOOD,None,Sentence: 170
โต๊ะ,NCMN,O,None,Sentence: 170
3,NCNM,B-TABLE,None,Sentence: 170
กับ,RPRE,O,None,Sentence: 170
โต๊ะ,NCMN,O,None,Sentence: 170
6,NCNM,B-TABLE,END,Sentence: 170
เตรียม,VACT,B-COMMAND_1,START,Sentence: 171
ให้,JSBR,O,None,Sentence: 171
แล้ว,ADVN,O,None,Sentence: 171
นะ,VACT,O,None,Sentence: 171
ครับ,NCMN,O,None,Sentence: 171
เชฟ,NCMN,O,None,Sentence: 171
ไข่เจียว,NCMN,B-FOOD,None,Sentence: 171
ปู,NCMN,I-FOOD,None,Sentence: 171
ของ,RPRE,O,None,Sentence: 171
โต๊ะ,NCMN,O,None,Sentence: 171
9,NCNM,B-TABLE,END,Sentence: 171
ไข่เจียว,NCMN,B-FOOD,START,Sentence: 172
ปู,NCMN,I-FOOD,None,Sentence: 172
เตรียม,VACT,B-COMMAND_1,None,Sentence: 172
เสร็จ,ADVN,O,None,Sentence: 172
แล้ว,XVAE,O,None,Sentence: 172
ครับ,VACT,O,None,Sentence: 172
โต๊ะ,NCMN,O,None,Sentence: 172
5,NCNM,B-TABLE,END,Sentence: 172
ไข่เจียว,NCMN,B-FOOD,START,Sentence: 173
ปู,NCMN,I-FOOD,None,Sentence: 173
ขา,NCMN,O,None,Sentence: 173
โต๊ะ,NCMN,O,None,Sentence: 173
6,NCNM,B-TABLE,None,Sentence: 173
เตรียม,VACT,B-COMMAND_1,None,Sentence: 173
แล้ว,XVAE,O,None,Sentence: 173
ครับ,VACT,O,END,Sentence: 173
โต๊ะ,NCMN,O,START,Sentence: 174
6,NCNM,B-TABLE,None,Sentence: 174
เตรียม,VACT,B-COMMAND_1,None,Sentence: 174
แล้ว,XVAE,O,None,Sentence: 174
ค้าบ,VACT,O,None,Sentence: 174
ไข่เจียว,NCMN,B-FOOD,None,Sentence: 174
ปู,NCMN,I-FOOD,END,Sentence: 174
ผม,PPRS,O,START,Sentence: 175
เตรียม,VACT,B-COMMAND_1,None,Sentence: 175
ไว้,XVAE,O,None,Sentence: 175
แล้ว,XVAE,O,None,Sentence: 175
นะ,ADVN,O,None,Sentence: 175
ครับ,RPRE,O,None,Sentence: 175
ไข่เจียว,NCMN,B-FOOD,None,Sentence: 175
ปู,NCMN,I-FOOD,None,Sentence: 175
ออเดอร์,NCMN,O,None,Sentence: 175
ของ,RPRE,O,None,Sentence: 175
โต๊ะ,NCMN,O,None,Sentence: 175
6,NCNM,B-TABLE,END,Sentence: 175
เชฟ,NCMN,O,START,Sentence: 176
ขา,NCMN,O,None,Sentence: 176
ไข่เจียว,NCMN,B-FOOD,None,Sentence: 176
ปู,NCMN,I-FOOD,None,Sentence: 176
ออเดอร์,NCMN,O,None,Sentence: 176
ของ,RPRE,O,None,Sentence: 176
โต๊ะ,NCMN,O,None,Sentence: 176
8,DCNM,B-TABLE,None,Sentence: 176
หา,VACT,O,None,Sentence: 176
หนู,NCMN,O,None,Sentence: 176
เตรียม,VACT,B-COMMAND_1,None,Sentence: 176
ให้,JSBR,O,None,Sentence: 176
แล้ว,XVAE,O,None,Sentence: 176
นะคะ,VACT,O,END,Sentence: 176
เตรียม,VACT,B-COMMAND_1,START,Sentence: 177
ไว้,XVAE,O,None,Sentence: 177
ให้,XVAE,O,None,Sentence: 177
แล้ว,ADVN,O,None,Sentence: 177
ค่ะ,VACT,O,None,Sentence: 177
ไข่เจียว,NCMN,B-FOOD,None,Sentence: 177
ปู,NCMN,I-FOOD,None,Sentence: 177
โต๊ะ,NCMN,O,None,Sentence: 177
5,NCNM,B-TABLE,END,Sentence: 177
ออเดอร์,NCMN,O,START,Sentence: 178
ของ,RPRE,O,None,Sentence: 178
โต๊ะ,NCMN,O,None,Sentence: 178
6,NCNM,B-TABLE,None,Sentence: 178
ที่,PREL,O,None,Sentence: 178
3,NCNM,B-TABLE,None,Sentence: 178
เป็น,VSTA,O,None,Sentence: 178
ไข่เจียว,NCMN,B-FOOD,None,Sentence: 178
ปู,NCMN,I-FOOD,None,Sentence: 178
หนู,NCMN,O,None,Sentence: 178
เตรียม,VACT,B-COMMAND_1,None,Sentence: 178
ไว้,XVAE,O,None,Sentence: 178
ให้,JSBR,O,None,Sentence: 178
เสร็จ,ADVN,O,None,Sentence: 178
เรียบร้อย,ADVN,O,None,Sentence: 178
แล้ว,XVAE,O,None,Sentence: 178
ค่ะ,ADVN,O,END,Sentence: 178
ไข่เจียว,NCMN,B-FOOD,START,Sentence: 179
ปู,NCMN,I-FOOD,None,Sentence: 179
โต๊ะ,NCMN,O,None,Sentence: 179
3,NCNM,B-TABLE,None,Sentence: 179
เตรียม,VACT,B-COMMAND_1,None,Sentence: 179
ให้,JSBR,O,None,Sentence: 179
เสร็จ,ADVN,O,None,Sentence: 179
เรียบร้อย,ADVN,O,None,Sentence: 179
แล้ว,XVAE,O,None,Sentence: 179
ค่ะ,ADVN,O,END,Sentence: 179
เตรียม,VACT,B-COMMAND_1,START,Sentence: 180
ให้,JSBR,O,None,Sentence: 180
แล้ว,ADVN,O,None,Sentence: 180
ค่า,NCMN,O,None,Sentence: 180
ค,NCMN,O,None,Sentence: 180
ไข่เจียว,NCMN,B-FOOD,None,Sentence: 180
ปู,NCMN,I-FOOD,None,Sentence: 180
ออเดอร์,NCMN,O,None,Sentence: 180
ของ,RPRE,O,None,Sentence: 180
โต๊ะ,NCMN,O,None,Sentence: 180
6,NCNM,B-TABLE,END,Sentence: 180
ไข่เจียว,NCMN,B-FOOD,START,Sentence: 181
ปู,NCMN,I-FOOD,None,Sentence: 181
โต๊ะ,NCMN,O,None,Sentence: 181
6,NCNM,B-TABLE,None,Sentence: 181
โต๊ะ,NCMN,O,None,Sentence: 181
7,NCNM,B-TABLE,None,Sentence: 181
เตรียม,VACT,B-COMMAND_1,None,Sentence: 181
แล้ว,XVAE,O,None,Sentence: 181
ครับ,VACT,O,END,Sentence: 181
เตรียม,VACT,B-COMMAND_1,START,Sentence: 182
ให้,JSBR,O,None,Sentence: 182
แล้ว,ADVN,O,None,Sentence: 182
ของ,RPRE,O,None,Sentence: 182
โต๊ะ,NCMN,O,None,Sentence: 182
8,DCNM,B-TABLE,None,Sentence: 182
ไข่เจียว,DCNM,B-FOOD,None,Sentence: 182
ปู,CNIT,I-FOOD,END,Sentence: 182
ออเดอร์,NCMN,O,START,Sentence: 183
ของ,RPRE,O,None,Sentence: 183
โต๊ะ,NCMN,O,None,Sentence: 183
1,NCNM,B-TABLE,None,Sentence: 183
แล้วก็,RPRE,O,None,Sentence: 183
โต๊ะ,NCMN,O,None,Sentence: 183
3,DCNM,B-TABLE,None,Sentence: 183
ไข่เจียว,DCNM,B-FOOD,None,Sentence: 183
ปู,CNIT,I-FOOD,None,Sentence: 183
เตรียม,VACT,B-COMMAND_1,None,Sentence: 183
ให้,JSBR,B-QUESTION,None,Sentence: 183
รึ,NCMN,I-QUESTION,None,Sentence: 183
ยัง,XVBM,I-QUESTION,None,Sentence: 183
อ่ะ,ADVP,O,END,Sentence: 183
ไข่เจียว,NCMN,B-FOOD,START,Sentence: 184
ปู,NCMN,I-FOOD,None,Sentence: 184
โต๊ะ,NCMN,O,None,Sentence: 184
5,NCNM,B-TABLE,None,Sentence: 184
เตรียม,VACT,B-COMMAND_1,None,Sentence: 184
ให้,JSBR,B-QUESTION,None,Sentence: 184
ยัง,XVBM,I-QUESTION,END,Sentence: 184
เตรียม,VACT,B-COMMAND_1,START,Sentence: 185
ให้,JSBR,B-QUESTION,None,Sentence: 185
ยัง,XVBM,I-QUESTION,None,Sentence: 185
โต๊ะ,NCMN,O,None,Sentence: 185
9,NCNM,B-TABLE,None,Sentence: 185
ไข่เจียว,DCNM,B-FOOD,None,Sentence: 185
ปู,CNIT,I-FOOD,END,Sentence: 185
เตรียม,VACT,B-COMMAND_1,START,Sentence: 186
ไว้,XVAE,B-QUESTION,None,Sentence: 186
แล้ว,XVAE,I-QUESTION,None,Sentence: 186
ใช่ไหม,VACT,I-QUESTION,None,Sentence: 186
ไข่เจียว,NCMN,B-FOOD,None,Sentence: 186
ปู,NCMN,I-FOOD,None,Sentence: 186
โต๊ะ,NCMN,O,None,Sentence: 186
1,NCNM,B-TABLE,END,Sentence: 186
มี,VSTA,O,START,Sentence: 187
ใคร,PNTR,O,None,Sentence: 187
เตรียม,VACT,B-COMMAND_1,None,Sentence: 187
แล้ว,XVAE,B-QUESTION,None,Sentence: 187
หรือยัง,EITT,I-QUESTION,None,Sentence: 187
ไข่เจียว,NCMN,B-FOOD,None,Sentence: 187
ปู,NCMN,I-FOOD,None,Sentence: 187
ของ,RPRE,O,None,Sentence: 187
ออเดอร์,NCMN,O,None,Sentence: 187
โต๊ะ,NCMN,O,None,Sentence: 187
3,NCNM,B-TABLE,END,Sentence: 187
มี,VSTA,O,START,Sentence: 188
ใคร,PNTR,O,None,Sentence: 188
เตรียม,VACT,B-COMMAND_1,None,Sentence: 188
ออเดอร์,NCMN,O,None,Sentence: 188
ของ,RPRE,O,None,Sentence: 188
โต๊ะ,NCMN,O,None,Sentence: 188
4,DCNM,B-TABLE,None,Sentence: 188
ที่,PREL,O,None,Sentence: 188
สั่ง,VACT,O,None,Sentence: 188
เป็น,VSTA,O,None,Sentence: 188
ไข่เจียว,NCMN,B-FOOD,None,Sentence: 188
ปู,NCMN,I-FOOD,None,Sentence: 188
ให้,JSBR,B-QUESTION,None,Sentence: 188
ผม,PPRS,I-QUESTION,None,Sentence: 188
หรือยัง,EITT,I-QUESTION,END,Sentence: 188
เตรียม,VACT,B-COMMAND_1,START,Sentence: 189
ให้,JSBR,B-QUESTION,None,Sentence: 189
ยัง,XVBM,I-QUESTION,None,Sentence: 189
ครับ,VACT,O,None,Sentence: 189
ไข่เจียว,NCMN,B-FOOD,None,Sentence: 189
ปู,NCMN,I-FOOD,None,Sentence: 189
โต๊ะ,NCMN,O,None,Sentence: 189
4,NCNM,B-TABLE,END,Sentence: 189
โต๊ะ,NCMN,O,START,Sentence: 190
4,NCNM,B-TABLE,None,Sentence: 190
ที่,PREL,O,None,Sentence: 190
เป็น,VSTA,O,None,Sentence: 190
ไข่เจียว,NCMN,B-FOOD,None,Sentence: 190
ปู,NCMN,I-FOOD,None,Sentence: 190
ไม่,NEG,O,None,Sentence: 190
เผ็ด,VSTA,O,None,Sentence: 190
เตรียม,VACT,B-COMMAND_1,None,Sentence: 190
ให้,JSBR,B-QUESTION,None,Sentence: 190
ยัง,XVBM,I-QUESTION,None,Sentence: 190
ครับ,VACT,O,END,Sentence: 190
โต๊ะ,NCMN,O,START,Sentence: 191
2,NCNM,B-TABLE,None,Sentence: 191
กับ,RPRE,O,None,Sentence: 191
โต๊ะ,NCMN,O,None,Sentence: 191
3,NCNM,B-TABLE,None,Sentence: 191
เป็น,VSTA,O,None,Sentence: 191
กะเพรา,NCMN,B-FOOD,None,Sentence: 191
หมูสับ,NCMN,I-FOOD,None,Sentence: 191
เอา,VACT,O,None,Sentence: 191
ไป,XVAE,O,None,Sentence: 191
เสิร์ฟ,ADVN,B-COMMAND_2,None,Sentence: 191
แล้ว,XVAE,O,None,Sentence: 191
ค่ะ,ADVN,O,END,Sentence: 191
กะเพรา,NCMN,B-FOOD,START,Sentence: 192
หมูสับ,NCMN,I-FOOD,None,Sentence: 192
โต๊ะ,NCMN,O,None,Sentence: 192
5,NCNM,B-TABLE,None,Sentence: 192
ผม,PPRS,O,None,Sentence: 192
เอา,VACT,O,None,Sentence: 192
ไป,XVAE,O,None,Sentence: 192
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 192
ให้,JSBR,O,None,Sentence: 192
แล้ว,JSBR,O,None,Sentence: 192
นะ,VACT,O,None,Sentence: 192
ครับ,NCMN,O,END,Sentence: 192
ผม,PPRS,O,START,Sentence: 193
เอา,VACT,O,None,Sentence: 193
กะเพรา,NCMN,B-FOOD,None,Sentence: 193
หมูสับ,NCMN,I-FOOD,None,Sentence: 193
ของ,RPRE,O,None,Sentence: 193
โต๊ะ,NCMN,O,None,Sentence: 193
6,NCNM,B-TABLE,None,Sentence: 193
ไป,XVAE,O,None,Sentence: 193
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 193
ให้,JSBR,O,None,Sentence: 193
แล้,NCMN,O,None,Sentence: 193
วน,VACT,O,END,Sentence: 193
เชฟ,NCMN,O,START,Sentence: 194
ครับ,NCMN,O,None,Sentence: 194
กะเพรา,NCMN,B-FOOD,None,Sentence: 194
หมูสับ,NCMN,I-FOOD,None,Sentence: 194
โต๊ะ,NCMN,O,None,Sentence: 194
4,NCNM,B-TABLE,None,Sentence: 194
ผม,PPRS,O,None,Sentence: 194
เอา,VACT,O,None,Sentence: 194
ไป,XVAE,O,None,Sentence: 194
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 194
ให้,JSBR,O,None,Sentence: 194
แล้ว,ADVN,O,None,Sentence: 194
ครับ,VACT,O,END,Sentence: 194
เอา,VACT,O,START,Sentence: 195
ไป,XVAE,O,None,Sentence: 195
เสิร์ฟ,VACT,B-COMMAND_2,None,Sentence: 195
มา,XVAE,O,None,Sentence: 195
ให้,VACT,O,None,Sentence: 195
แล้ว,ADVN,O,None,Sentence: 195
ครับ,VACT,O,None,Sentence: 195
กะเพรา,NCMN,B-FOOD,None,Sentence: 195
หมูสับ,NCMN,I-FOOD,None,Sentence: 195
